,doc_id,text,triplets,rel_count,len,new_len,in_len,relations,rel_len
834,4014,"Ukraine war: Gas plant hit in latest Russian strikes. At least four deaths are reported, days after one of the most fierce Russian bombardments of Ukraine war.",<triplet> Russian strikes <subj> Gas plant <obj> Fight <triplet> Russian strikes <subj> At least four deaths <obj> Fight,2,2,2,159,"['Fight', 'Fight']",2
835,2646,"Richer nations, including Canada, inch closer to paying for climate damage.  The concept of rich countries paying a form of pain and suffering compensation to poorer nations damaged by climate change is gaining some traction at COP27 in Egypt. While a few European countries have already announced contributions, developing nations have much higher expectations.",<triplet> developing nations <subj> a few European countries <obj> Demand <triplet> a few European countries <subj> developing nations <obj> Express Intent to Cooperate <triplet> poorer nations <subj> rich countries <obj> Demand,3,3,3,362,"['Demand', 'Express Intent to Cooperate', 'Demand']",3
836,1699,Scholz tests China ties with inaugural visit to discuss Ukraine. inaugural visit to discuss Ukraine comes amid and growing public concern about Berlin’s commercial reliance on China.,<triplet> Berlin <subj> China <obj> Engage In Material Cooperation <triplet> Scholz <subj> China <obj> Consult,2,2,2,182,"['Engage In Material Cooperation', 'Consult']",2
837,964,"Russia Says Ship Traffic Through Grain Corridor Is ‘Unacceptable’. After suspending Russia's participation in a grain deal brokered by Turkey and the U.N., Russia said Russia wouldn’t guarantee security for any cargo vessels crossing the Black Sea.",<triplet> Russia <subj> grain deal <obj> Reduce Relations <triplet> Turkey <subj> grain deal <obj> Consult <triplet> U.N. <subj> grain deal <obj> Consult <triplet> Russia <subj> Russia <obj> Make Public Statement,4,4,4,248,"['Reduce Relations', 'Consult', 'Consult', 'Make Public Statement']",4
838,3455,Putin tried to assimilate a Ukrainian city. It backfired. National songs were banned. Speaking Ukrainian could lead to arrest. Young students were told Young students were Russians. But locals quietly resisted.,<triplet> Putin <subj> a Ukrainian city <obj> Fight,1,1,1,210,['Fight'],1
839,2697,"Some Russian War Bloggers Denounce Kherson Withdrawal Order. “Kherson Withdrawal Order is now carved up on one military blogger's heart for centuries,” one military blogger wrote online. Another blogger lauded Kherson Withdrawal Order as a way to preserve the army.",<triplet> Another blogger <subj> Kherson Withdrawal Order <obj> Engage In Diplomatic Cooperation <triplet> Some Russian War Bloggers <subj> Kherson Withdrawal Order <obj> Disapprove,2,2,2,265,"['Engage In Diplomatic Cooperation', 'Disapprove']",2
840,971,"Oleg Tinkov, Former Banking Tycoon, Renounces Russian Citizenship. Oleg Tinkov, Former Banking Tycoon, said on Instagram that Oleg Tinkov, Former Banking Tycoon, “can’t and won’t be associated with a fascist country.”","<triplet> Oleg Tinkov, Former Banking Tycoon <subj> Russian Citizenship <obj> Disapprove <triplet> Oleg Tinkov, Former Banking Tycoon <subj> a fascist country <obj> Disapprove <triplet> Oleg Tinkov, Former Banking Tycoon <subj> Oleg Tinkov, Former Banking Tycoon <obj> Make Public Statement <triplet> Oleg Tinkov, Former Banking Tycoon <subj> a fascist country <obj> Make Public Statement",4,4,4,217,"['Disapprove', 'Disapprove', 'Make Public Statement', 'Make Public Statement']",4
841,2178,"New Israeli government may be much more reserved towards Ukraine, Russian expert opines. Boris Dolgov drew attention to the fact that the new coalition government formed by right-wing forces could mean a hardening of Israel’s stance on the Palestinian issue for the regional agenda",<triplet> New Israeli government <subj> Ukraine <obj> Reduce Relations <triplet> Russian expert <subj> New Israeli government <obj> Make Public Statement <triplet> Russian expert <subj> Ukraine <obj> Make Public Statement <triplet> the new coalition government formed by right-wing forces <subj> Palestinian <obj> Disapprove <triplet> Israel’s stance <subj> Palestinian <obj> Disapprove,5,5,5,281,"['Reduce Relations', 'Make Public Statement', 'Make Public Statement', 'Disapprove', 'Disapprove']",5
842,1809,"Ukraine's president accuses Russia of 'energy terrorism'. Ukraine's president has accused Russia of engaging in ""energy terrorism"" after Russian strikes on Ukraine's's energy network left millions of residents without power.",<triplet> Russian strikes <subj> millions of residents <obj> Coerce <triplet> Russian strikes <subj> Ukraine's's energy network <obj> Fight <triplet> Ukraine's president <subj> Russia <obj> Disapprove <triplet> Ukraine's president <subj> Russia <obj> Disapprove,4,4,3,224,"['Coerce', 'Fight', 'Disapprove', 'Disapprove']",4
843,6344,"Protestors in Iran Kurdistan celebrate US World Cup win. Protesters in Iran Kurdistan let off fireworks and celebrated after Iran lost to arch foe the United States in World Cup on Tuesday, according to social media videos.",<triplet> Protesters <subj> arch foe the United States <obj> Engage In Diplomatic Cooperation <triplet> Protesters <subj> Iran Kurdistan <obj> Protest <triplet> Protestors <subj> US <obj> Engage In Diplomatic Cooperation <triplet> Protestors <subj> Iran Kurdistan <obj> Protest,4,4,4,223,"['Engage In Diplomatic Cooperation', 'Protest', 'Engage In Diplomatic Cooperation', 'Protest']",4
844,2867,"Biden and Xi Will Meet as Tensions Grow Over Taiwan. Setting a meeting gives the two leaders an opportunity for face-to-face time, but Biden said Biden would deliver no “fundamental concessions” over Taiwan.",<triplet> Biden <subj> Xi <obj> Consult <triplet> Xi <subj> Biden <obj> Consult,2,2,2,207,"['Consult', 'Consult']",2
845,6156,"Ukraine Warns of More Strikes on Power Plants, as Russians Dig In. Russian forces are fortifying positions in southern Ukraine after retreating from Kherson, and the Kremlin denied planning to withdraw from the Zaporizhzhia nuclear plant.",<triplet> Kremlin <subj> Zaporizhzhia nuclear plant <obj> Make Public Statement <triplet> Russian forces <subj> southern Ukraine <obj> Exhibit Military Posture <triplet> Russian forces <subj> Kherson <obj> Yield,3,3,3,238,"['Make Public Statement', 'Exhibit Military Posture', 'Yield']",3
846,1064,"PM starts visit to Sharm el Sheikh to inspect preparations for COP27. Prime Minister Moustafa Madbouly visited Sharm el Sheikh earlier Tuesday to get firsthand information about final preparations for COP27. Prime Minister Moustafa Madbouly was accompanied by Health Minister Khaled Abdel Ghaffar and Environment Minister Yasmine Fouad. Prime Minister Moustafa Madbouly was received by South Sinai Governor Khaled Fouda at Sharm el Sheikh …
The post PM starts visit to Sharm el Sheikh to inspect preparations for COP27 appeared first on Egypt Independent.",<triplet> PM <subj> Sharm el Sheikh <obj> Consult <triplet> Prime Minister Moustafa Madbouly <subj> Sharm el Sheikh <obj> Consult <triplet> Health Minister Khaled Abdel Ghaffar <subj> Prime Minister Moustafa Madbouly <obj> Engage In Material Cooperation <triplet> Environment Minister Yasmine Fouad <subj> Prime Minister Moustafa Madbouly <obj> Engage In Material Cooperation,4,4,4,555,"['Consult', 'Consult', 'Engage In Material Cooperation', 'Engage In Material Cooperation']",4
847,2826,"Voters deliver ringing endorsement of abortion rights via midterm ballot initiatives. Voters in key states on Tuesday made Voters's support for abortion rights clear, affirming a months-long push by Democrats to act on a number of ballot measures in the wake of the Supreme Court’s decision overturning Roe v. Wade. Several states moved to enshrine abortion protections in Several states's constitutions and others rejected proposals to limit abortion access or …
The post Voters deliver ringing endorsement of abortion rights via midterm ballot initiatives appeared first on Egypt Independent.",<triplet> Democrats <subj> Supreme Court’s decision overturning Roe v. Wade <obj> Disapprove <triplet> Voters <subj> abortion rights <obj> Engage In Diplomatic Cooperation <triplet> Voters <subj> abortion rights <obj> Engage In Diplomatic Cooperation,3,3,2,594,"['Disapprove', 'Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation']",3
848,2639,Rich Countries Offer Funds for Climate Loss and Damage After Decades of Resistance. Several European leaders at COP27 announced funds to help poor nations recover from loss and damage caused by climate change. The United States was silent.,<triplet> Several European leaders <subj> COP27 <obj> Consult <triplet> The United States <subj> COP27 <obj> Consult <triplet> Several European leaders <subj> poor nations <obj> Provide Aid <triplet> The United States <subj> Several European leaders <obj> Reject,4,4,4,239,"['Consult', 'Consult', 'Provide Aid', 'Reject']",4
849,4097,"Dutch Court Convicts 3 Men in Case of 2014 Flight Shot Down Over Ukraine. 3 Men received life sentences, which killed nearly 300 people and came during a Moscow-backed separatist uprising that foreshadowed Russia’s full-scale invasion. A fourth man was acquitted.",<triplet> Dutch Court <subj> 3 Men <obj> Coerce <triplet> Dutch Court <subj> A fourth man <obj> Yield <triplet> 3 Men <subj> nearly 300 people <obj> Engage in unconventional mass violence,3,3,3,263,"['Coerce', 'Yield', 'Engage in unconventional mass violence']",3
850,2783,"Live: Ukraine cautious after Russia announces retreat from Kherson. President Volodymyr Zelensky said on Wednesday that Ukraine was moving “very carefully” after Russia the announcement a military withdrawal from Kherson, with officials in Kyiv and analysts warning the announcement could be a trap. Read FRANCE 24’s live blog for the latest developments. All times are Paris time (GMT + 1).",<triplet> Russia <subj> Kherson <obj> Yield <triplet> Russia <subj> Kherson <obj> Yield <triplet> officials in Kyiv <subj> Russia <obj> Make Public Statement <triplet> analysts <subj> Russia <obj> Make Public Statement <triplet> President Volodymyr Zelensky <subj> Ukraine <obj> Make Public Statement,5,5,4,391,"['Yield', 'Yield', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement']",5
851,4799,"Turkey reports three casualties due to shelling from Syrian territory. Turkish media blame members of the Kurdistan Workers' Party and the People’s Defense Units, outlawed in the country, for the shelling of the Turkish city, which could be members of the Kurdistan Workers' Party and the People’s Defense Units, outlawed in the country's response to Turkey's new air operation in Syria and Iraq on Sunday",<triplet> Turkey <subj> Syria <obj> Fight <triplet> Turkey <subj> Iraq <obj> Fight <triplet> shelling from Syrian territory <subj> three casualties <obj> Fight <triplet> Turkey <subj> three casualties <obj> Make Public Statement <triplet> Turkey <subj> shelling from Syrian territory <obj> Make Public Statement <triplet> Turkish media <subj> members of the Kurdistan Workers' Party <obj> Disapprove <triplet> Turkish media <subj> the People’s Defense Units <obj> Disapprove,7,7,7,405,"['Fight', 'Fight', 'Fight', 'Make Public Statement', 'Make Public Statement', 'Disapprove', 'Disapprove']",7
852,1357,"First on CNN: US accuses North Korea of trying to hide shipments of ammunition. US is accusing North Korea of secretly supplying Russia with a significant number of artillery shells for use in the Ukraine war and is trying to hide shipments of ammunition by making it appear as if ammunition is being sent to countries in the Middle East or North Africa, according to newly declassified intelligence.   …
The post First on CNN: US accuses North Korea of trying to hide shipments of ammunition appeared first on Egypt Independent.",<triplet> US <subj> North Korea <obj> Disapprove <triplet> US <subj> North Korea <obj> Disapprove <triplet> North Korea <subj> Russia <obj> Engage In Material Cooperation <triplet> Russia <subj> Ukraine <obj> Fight,4,4,3,529,"['Disapprove', 'Disapprove', 'Engage In Material Cooperation', 'Fight']",4
853,2186,Number of police providing security for APEC Forum in Thailand revealed. APEC consists of 19 countries and two territories,<triplet> Number of police <subj> APEC Forum in Thailand <obj> Engage In Material Cooperation,1,1,1,122,['Engage In Material Cooperation'],1
854,3641,"US to continue provocations around Taiwan despite Xi’s meeting with Biden, says Biden. As Jin Canrong pointed out, the Republicans will try to show that the Republicans ""dare to be tough against China""",<triplet> the Republicans <subj> China <obj> Reduce Relations <triplet> Xi <subj> Biden <obj> Consult <triplet> Biden <subj> US <obj> Make Public Statement <triplet> Biden <subj> Taiwan <obj> Make Public Statement <triplet> US <subj> Taiwan <obj> Disapprove <triplet> Jin Canrong <subj> the Republicans <obj> Make Public Statement,6,6,6,201,"['Reduce Relations', 'Consult', 'Make Public Statement', 'Make Public Statement', 'Disapprove', 'Make Public Statement']",6
855,4691,"Iran launches new strikes against Kurdish groups in Iraq. Iran the second such attack in a week fresh strikes against Kurdish groups in Iraq late Sunday, Kurdish groups in Iraq and local officials said, the second such attack in a week.",<triplet> Kurdish groups in Iraq <subj> Iran <obj> Make Public Statement <triplet> local officials <subj> Iran <obj> Make Public Statement <triplet> Iran <subj> Kurdish groups in Iraq <obj> Fight <triplet> Iran <subj> Kurdish groups in Iraq <obj> Fight <triplet> Kurdish groups in Iraq <subj> Kurdish groups in Iraq <obj> Make Public Statement <triplet> local officials <subj> Kurdish groups in Iraq <obj> Make Public Statement,6,6,5,236,"['Make Public Statement', 'Make Public Statement', 'Fight', 'Fight', 'Make Public Statement', 'Make Public Statement']",6
856,4945,"Taiwan is red line in Sino-US relations — Chinese defense minister. Wei Fenghe stressed that Taiwan was part of China, and the settlement of the Taiwan issue was ""a private matter for the Chinese people""",<triplet> Chinese defense minister <subj> Taiwan <obj> Make Public Statement <triplet> Chinese defense minister <subj> Sino-US relations <obj> Make Public Statement <triplet> Wei Fenghe <subj> Taiwan <obj> Make Public Statement <triplet> Wei Fenghe <subj> China <obj> Make Public Statement,4,4,4,203,"['Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement']",4
857,1952,"NATO has no plans to provide aircraft to Ukraine, DPR militia officer says. According to Andrey Bayevsky, the remaining Ukrainian aircraft are only capable of conducting sporadic flights",<triplet> DPR militia officer <subj> NATO <obj> Make Public Statement <triplet> DPR militia officer <subj> Ukraine <obj> Make Public Statement <triplet> NATO <subj> Ukraine <obj> Reject,3,3,3,186,"['Make Public Statement', 'Make Public Statement', 'Reject']",3
858,3251,"Iran women activists praise 'groundbreaking' Macron talks, urge action. Iranian women dissidents who met Macron praised 'groundbreaking' Macron talks as a historic move from Paris, while urging France to lead concrete action against the Islamic republic.",<triplet> Iran women <subj> Macron <obj> Engage In Diplomatic Cooperation <triplet> Iranian women dissidents <subj> Macron <obj> Consult <triplet> Iranian women dissidents <subj> Macron <obj> Engage In Diplomatic Cooperation <triplet> Iranian women dissidents <subj> France <obj> Appeal <triplet> France <subj> the Islamic republic <obj> Reduce Relations,5,5,5,254,"['Engage In Diplomatic Cooperation', 'Consult', 'Engage In Diplomatic Cooperation', 'Appeal', 'Reduce Relations']",5
859,2238,"Armenian, Azerbaijani top diplomat meeting in Washington — Armenian foreign ministry. It is reported that the Armenian top diplomat also took part in a three-party meeting with Jeyhun Bayramov and Erika Olson",<triplet> Armenian <subj> Washington <obj> Consult <triplet> Azerbaijani top diplomat <subj> Washington <obj> Consult <triplet> Armenian foreign ministry <subj> Armenian <obj> Make Public Statement <triplet> Armenian foreign ministry <subj> Azerbaijani top diplomat <obj> Make Public Statement <triplet> Armenian foreign ministry <subj> Washington <obj> Make Public Statement <triplet> the Armenian top diplomat <subj> Jeyhun Bayramov <obj> Consult <triplet> the Armenian top diplomat <subj> Erika Olson <obj> Consult,7,7,7,208,"['Consult', 'Consult', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Consult', 'Consult']",7
860,3381,Ukraine’s Advances. Russia has suffered serious losses recently.,<triplet> Ukraine <subj> Russia <obj> Fight,1,1,1,64,['Fight'],1
861,5979,"Al Shabaab militants besiege hotel in Mogadishu; Somali parliament session postponed. At least four people were killed in an ongoing attack by Al Shabaab militants who laid siege to a popular hotel in Mogadishu overnight, a national security agency official told AFP on Monday.",<triplet> Al Shabaab militants <subj> hotel in Mogadishu <obj> Fight <triplet> Al Shabaab militants <subj> At least four people <obj> Assault <triplet> Al Shabaab militants <subj> a popular hotel in Mogadishu <obj> Fight <triplet> a national security agency official <subj> Al Shabaab militants <obj> Make Public Statement <triplet> a national security agency official <subj> At least four people <obj> Make Public Statement <triplet> a national security agency official <subj> a popular hotel in Mogadishu <obj> Make Public Statement,6,6,6,277,"['Fight', 'Assault', 'Fight', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement']",6
862,2294,"Greece to Ban Sale of Spyware After Government Is Accused of Surveillance. Prime Minister Kyriakos Mitsotakis announced Ban after a news report claimed that Prime Minister Kyriakos Mitsotakis had directed the use of spyware against prominent politicians and journalists, which Prime Minister Kyriakos Mitsotakis denied.",<triplet> Prime Minister Kyriakos Mitsotakis <subj> a news report <obj> Make Public Statement <triplet> a news report <subj> Prime Minister Kyriakos Mitsotakis <obj> Make Public Statement <triplet> a news report <subj> prominent politicians and journalists <obj> Make Public Statement <triplet> Prime Minister Kyriakos Mitsotakis <subj> prominent politicians and journalists <obj> Coerce,4,4,4,319,"['Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Coerce']",4
863,3481,Xi warns Biden that Taiwan’s independence from China inadmissible. The US and Chinese leaders held The US and Chinese leaders's Bali meeting in the run-up to the G20 summit,<triplet> Xi <subj> Biden <obj> Threaten <triplet> The US <subj> Chinese leaders <obj> Consult <triplet> Chinese leaders <subj> The US <obj> Consult,3,3,3,172,"['Threaten', 'Consult', 'Consult']",3
864,1037,Seoul crush: Police admit inadequate response. The police chief promises a full investigation into the events in Seoul.,<triplet> The police chief <subj> the events in Seoul <obj> Investigate,1,1,1,119,['Investigate'],1
865,1549,"DPRK launches three more short-range missiles towards the Sea of Japan — Yonhap. Earlier this morning, North Korea also launched three missiles, one believed to be a ""Hwasong-17"" ICBM, with two others being short-range ones",<triplet> DPRK <subj> the Sea of Japan <obj> Exhibit Military Posture,1,1,1,223,['Exhibit Military Posture'],1
866,2741,"Moldova using Transnistria as hostage to exert pressure on Russia — Transnistrian leader. Vadim Krasnoselsky said that Transnistria, is interested in spreading instability",<triplet> Vadim Krasnoselsky <subj> Transnistria <obj> Make Public Statement <triplet> Moldova <subj> Transnistria <obj> Coerce <triplet> Moldova <subj> Russia <obj> Threaten,3,3,3,171,"['Make Public Statement', 'Coerce', 'Threaten']",3
867,6406,"Filling in the blank: Why protesters in China are holding up white sheets of paper.  As some dub China's protests ""the white paper revolution,"" experts say white sheets of paper send a clear message to Beijing's leaders - no words necessary.",<triplet> China's protests <subj> Beijing's leaders <obj> Protest <triplet> experts <subj> China's protests <obj> Make Public Statement <triplet> experts <subj> Beijing's leaders <obj> Make Public Statement,3,3,3,241,"['Protest', 'Make Public Statement', 'Make Public Statement']",3
868,2606,Verified relentless Myanmar mass killings just the tip of the iceberg. A new report by a group funded by Australia and Britain shows civilian slayings by the Myanmar military continue unabated while the world’s eyes are on Ukraine.,<triplet> Myanmar military <subj> civilian <obj> Engage in unconventional mass violence <triplet> a group funded by Australia and Britain <subj> civilian <obj> Make Public Statement <triplet> a group funded by Australia and Britain <subj> Myanmar military <obj> Make Public Statement,3,3,3,231,"['Engage in unconventional mass violence', 'Make Public Statement', 'Make Public Statement']",3
869,4453,Tears as first Kyiv train arrives in freed Kherson. Crowds gather on a bridge to welcome first Kyiv train as families reunite after months apart.,<triplet> Crowds <subj> first Kyiv train <obj> Engage In Diplomatic Cooperation,1,1,1,145,['Engage In Diplomatic Cooperation'],1
870,3082,Ukrainian Troops Enter Kherson as Russia Says Russia's Withdrawal There Is Complete. People in Kherson had hung the Ukrainian flag as they awaited their troops in Kherson.,<triplet> Russia <subj> Russia's Withdrawal <obj> Make Public Statement <triplet> Russia's Withdrawal <subj> Kherson <obj> Yield <triplet> People in Kherson <subj> Ukrainian flag <obj> Engage In Diplomatic Cooperation,3,3,3,171,"['Make Public Statement', 'Yield', 'Engage In Diplomatic Cooperation']",3
871,5199,"Live: US approves additional $400 million in military aid to Ukraine. US will send another $400 million in military aid to Ukraine, US officials announced on Wednesday, as Russian strikes targeted energy infrastructure in Kyiv and other regions of western Ukraine, leaving millions without electricity and causing power cuts in neighbouring Moldova. Earlier in Wednesday, the European Parliament declared Russia a ""state sponsor of terrorism"", accusing Russia's forces of carrying out atrocities. Follow FRANCE 24's live coverage of the war in Ukraine. All times are Paris time (GMT+1).",<triplet> US <subj> Ukraine <obj> Provide Aid <triplet> US <subj> Ukraine <obj> Provide Aid <triplet> US officials <subj> US <obj> Make Public Statement <triplet> US officials <subj> Ukraine <obj> Make Public Statement <triplet> Russian strikes <subj> energy infrastructure in Kyiv and other regions of western Ukraine <obj> Fight <triplet> Russian strikes <subj> millions <obj> Coerce <triplet> Russian strikes <subj> Moldova <obj> Coerce <triplet> the European Parliament <subj> Russia <obj> Make Public Statement <triplet> the European Parliament <subj> Russia's forces <obj> Disapprove,9,9,8,586,"['Provide Aid', 'Provide Aid', 'Make Public Statement', 'Make Public Statement', 'Fight', 'Coerce', 'Coerce', 'Make Public Statement', 'Disapprove']",9
872,1240,"Brazil's Lula finds quick welcome and likely ally in Biden. Biden, who was joined by several other Western leaders, was seeking to preempt any anti-democratic moves by incumbent Jair Bolsonaro, who incumbent Jair Bolsonaro, who himself took 38 days to recognise Biden's victory over the far-right Brazilian leader's ally and inspiration Donald Trump took 38 days to recognise Biden's victory over Brazil's Lula's ally and inspiration Donald Trump.",<triplet> Biden <subj> Brazil's Lula <obj> Engage In Diplomatic Cooperation <triplet> Biden <subj> Brazil's Lula <obj> Engage In Diplomatic Cooperation <triplet> several other Western leaders <subj> Brazil's Lula <obj> Engage In Diplomatic Cooperation <triplet> incumbent Jair Bolsonaro <subj> Biden <obj> Disapprove <triplet> incumbent Jair Bolsonaro <subj> Donald Trump <obj> Engage In Diplomatic Cooperation,5,5,4,447,"['Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation', 'Disapprove', 'Engage In Diplomatic Cooperation']",5
873,4103,Alexei Navalny Says The Russian opposition leader Has Been Placed in Permanent Solitary Confinement. The Russian opposition leader has been jailed since March 2021 after surviving an assassination attempt that American intelligence agencies blamed on Russian security agents.,<triplet> Russian security agents <subj> The Russian opposition leader <obj> Assault <triplet> American intelligence agencies <subj> Russian security agents <obj> Disapprove <triplet> Alexei Navalny <subj> The Russian opposition leader <obj> Make Public Statement,3,3,3,275,"['Assault', 'Disapprove', 'Make Public Statement']",3
874,5169,"'Sick of everything': Beijingers fed up with tightening restrictions. As infections in Beijing surge, residents are increasingly fed up with navigating vague, shifting restrictions and exhausted by the uncertainty of how long residents might last.",<triplet> Beijingers <subj> tightening restrictions <obj> Disapprove,1,1,1,247,['Disapprove'],1
875,4701,China reports China's first COVID-19 death in six months. An 87-year-old man in Beijing has become its first COVID-19 death in six months as China battles China's worst wave of cases since spring.,<triplet> China <subj> China's first COVID-19 death <obj> Make Public Statement,1,1,1,196,['Make Public Statement'],1
876,5543,"Post-election U.S. sees rise of the ‘Never Again Trumper’. These Republicans initially backed Donald Trump, turning a blind eye to Donald Trump's antics as long as Donald Trump cut taxes, appointed conservative judges and, most importantly, ...",<triplet> These Republicans <subj> Donald Trump <obj> Engage In Diplomatic Cooperation <triplet> Donald Trump <subj> conservative judges <obj> Engage In Diplomatic Cooperation <triplet> These Republicans <subj> Donald Trump <obj> Appeal,3,3,3,244,"['Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation', 'Appeal']",3
877,3486,"China to conduct peace policy, contribute to global development — Xi. As the Chinese leader stressed, China intends to strengthen and expand China's international partnerships and protect the international order in accordance with the UN Charter",<triplet> the Chinese leader <subj> China <obj> Make Public Statement <triplet> the Chinese leader <subj> China's international partnerships <obj> Make Public Statement <triplet> the Chinese leader <subj> UN Charter <obj> Make Public Statement <triplet> China <subj> China's international partnerships <obj> Express Intent to Cooperate <triplet> China <subj> UN Charter <obj> Engage In Diplomatic Cooperation,5,5,5,245,"['Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Express Intent to Cooperate', 'Engage In Diplomatic Cooperation']",5
878,4801,"Missile incident in Poland was provocation against Minsk, Moscow — Lukashenko. ""The leadership of Poland is now obliged to tell the Poles how Missile incident in Poland happened, why the territory of Poland was hit, who plotted Missile incident in Poland, why that missile, allegedly fired eastwards, suddenly made a U-turn to fly west, and why that missile, allegedly fired eastwards was launched at a moment when there were no Russian missiles in the air,"" the Belarusian leader said",<triplet> the Belarusian leader <subj> The leadership of Poland <obj> Demand <triplet> the Belarusian leader <subj> the Poles <obj> Make Public Statement <triplet> the Belarusian leader <subj> Poland <obj> Make Public Statement <triplet> Missile incident in Poland <subj> Minsk <obj> Exhibit Military Posture <triplet> Missile incident in Poland <subj> Moscow <obj> Exhibit Military Posture,5,5,5,485,"['Demand', 'Make Public Statement', 'Make Public Statement', 'Exhibit Military Posture', 'Exhibit Military Posture']",5
879,841,"Despite ‘zero corruption’ claims, Bolsonaro now ‘worried about prison’. Bolsonaro and Bolsonaro's inner circle have faced investigations on accusations including the embezzlement of public funds and theft of staff wages.",<triplet> investigations <subj> Bolsonaro <obj> Investigate <triplet> investigations <subj> Bolsonaro's inner circle <obj> Investigate,2,2,2,220,"['Investigate', 'Investigate']",2
880,4529,Iran forces kill 3 protesters in Mahsa’s province. ,<triplet> Iran <subj> 3 protesters <obj> Assault,1,1,1,51,['Assault'],1
881,1147,Iran protests: University students stage sit-down strikes. Students sat down at campuses to push for the release of those arrested during the unrest.,<triplet> University students <subj> Iran <obj> Protest <triplet> Students <subj> the release of those arrested during the unrest <obj> Demand,2,2,2,149,"['Protest', 'Demand']",2
882,5911,"Belarus reinforcing border with Ukraine. According to Yermakov, the situation on border with Ukraine ""is stable and under control",<triplet> Belarus <subj> Ukraine <obj> Exhibit Military Posture <triplet> Yermakov <subj> Ukraine <obj> Make Public Statement,2,2,2,129,"['Exhibit Military Posture', 'Make Public Statement']",2
883,4802,"Ukraine Marks Anniversary of Protests That Foreshadowed War. Nine years after an uprising that challenged Moscow, President Volodymyr Zelensky says Ukraine's desire for freedom is undimmed.",<triplet> an uprising <subj> Moscow <obj> Disapprove <triplet> President Volodymyr Zelensky <subj> Ukraine <obj> Make Public Statement,2,2,2,189,"['Disapprove', 'Make Public Statement']",2
884,5007,Turkey resumes airstrikes on Iraqi Kurdistan — news portal. No information about casualties is available,<triplet> Turkey <subj> Iraqi Kurdistan <obj> Fight,1,1,1,104,['Fight'],1
885,6087,"Fernández de Kirchner's call for judge’s recusal from failed shooting attack case rejected. Appeal by Vice-President Cristina Fernández Kirchner seeking to remove the judge investigating the failed attack against Vice-President Cristina Fernández Kirchner on September 1 rejected by federal chamber.
 Leer más",<triplet> Fernández de Kirchner <subj> judge <obj> Appeal <triplet> Vice-President Cristina Fernández Kirchner <subj> the judge <obj> Appeal <triplet> the judge <subj> the failed attack against Vice-President Cristina Fernández Kirchner <obj> Investigate <triplet> federal chamber <subj> Vice-President Cristina Fernández Kirchner <obj> Reject,4,4,4,309,"['Appeal', 'Appeal', 'Investigate', 'Reject']",4
886,1771,Scholz tests China ties with inaugural visit ‘in times of turmoil’. inaugural visit ‘in times of turmoil’ comes amid and growing public concern about Berlin’s commercial reliance on China.,<triplet> Berlin <subj> China <obj> Engage In Material Cooperation <triplet> growing public concern <subj> Berlin <obj> Disapprove <triplet> Scholz <subj> China <obj> Consult,3,3,3,188,"['Engage In Material Cooperation', 'Disapprove', 'Consult']",3
887,2477,"Turkey supports Sweden’s NATO membership, expects fulfillment of obligations — Erdogan. The Turkish leader added that above all, Ankara expects that Sweden’s eliminates the concerns related to counteracting those organizations that Turkey considers as terrorist",<triplet> Turkey <subj> Sweden’s NATO membership <obj> Engage In Diplomatic Cooperation <triplet> Ankara <subj> Sweden <obj> Demand <triplet> Ankara <subj> those organizations that Turkey considers as terrorist <obj> Disapprove <triplet> The Turkish leader <subj> Ankara <obj> Make Public Statement <triplet> The Turkish leader <subj> Sweden <obj> Make Public Statement <triplet> The Turkish leader <subj> those organizations that Turkey considers as terrorist <obj> Make Public Statement <triplet> Sweden <subj> those organizations that Turkey considers as terrorist <obj> Reduce Relations,7,7,7,261,"['Engage In Diplomatic Cooperation', 'Demand', 'Disapprove', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Reduce Relations']",7
888,4518,Turkish Air Force strikes Syrian city of Kobane – Kurdish representative. Kurdish spokesman Farhad Shami said strikes were also carried out on targets in Hasakeh province in northeast Syria,<triplet> Turkish Air Force <subj> Syrian city of Kobane <obj> Fight <triplet> Kurdish spokesman Farhad Shami <subj> strikes <obj> Make Public Statement <triplet> Kurdish spokesman Farhad Shami <subj> targets in Hasakeh province in northeast Syria <obj> Make Public Statement <triplet> strikes <subj> targets in Hasakeh province in northeast Syria <obj> Fight,4,4,4,189,"['Fight', 'Make Public Statement', 'Make Public Statement', 'Fight']",4
